非洲	Afrika
Kak-lû-kit-â	Georgia
Hâ-sat-khiet-sṳ̂-thán	Kasakhstan
Mí-li-thai	Malta
Mô-na̍p-kô	Monaco
Mùng-thi̍t-nui-kô-lò	Montenegro
Sṳn Mâ-li-nok	San Marino
Kú-pâ	Cuba
Eiffel Thiet-thap	Eiffeltårnet
Yin-thu-nì-sî-â	Indonesia
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Pi-tô-fûn	Ludwig van Beethoven
Thú-ngí-khì-ngî	Tyrkisk
Nàm-fî	Sør-Afrika
Vû-tsṳ̂-phe̍t-khiet-sṳ̂-thán	Usbekistan
Pô-tsṳ-nàm	Poznań
Fà-sâ	Warszawa
Súi	Vann
Thien-sṳ	Fjernsyn
Chṳ-li	Chile
Yâ-sû	Jesus Kristus
Súi-sên	Merkur
Li̍t-sṳ́	Historie
Phìn-kó Kûng-sṳ̂	Apple
Kîm-sên	Venus
Ngî-ngièn	Språk
Muk-sên	Jupiter
Thiên-vòng-sên	Uranus
Pu-lie̍t-thap-nì	Bretagne (historisk region)
Hói-vòng-sên	Neptun (planet)
Thiên-vùn-ho̍k	Astronomi
Sîn-kâ-po	Singapore
Khô-ho̍k	Vitenskap
Montréal	Montréal
Lie̍t-kî-tûn-sṳ-tên	Liechtenstein
Kiam-khiâu	Cambridge
Thi-ngi-chhṳ Sṳ-kie Thai-chan	Andre verdenskrig
Cologne	Köln
Kak-tên-nì-â	Gdynia
Sṳ̍p-chhiet-chhiâng	Szczecin
Sṳ-ho̍k	Matematikk
Lâ-tên-ngî	Latin
Pâ-lìm	Bahrain
Â-mî-nì-â	Armenia
Set-ngì-vì-â	Serbia
Ngie̍t-khiù	Månen
Àu-thai-li-â	Australia
Vu̍t-lî-ho̍k	Fysikk
Â-kîn-thìn	Argentina
Pi-lû	Peru
Sâng-vu̍t-ho̍k	Biologi
Tsêu-siên Mìn-tsú Tsú-ngi Ngìn-mìn Khiung-fò-koet	Nord-Korea
Kán-pu-chhài	Kambodsja
Khiúng-liùng	Dinosaurer
Yî-sṳ̂-làn-kau	Islam
Lech Wałęsa	Lech Wałęsa
Lin-é	Hjul
Lyon	Lyon
Êu-chû Lièn-mèn	Den europeiske union
Rhône-Alpes	Rhône-Alpes
Chhiòn-khiù Chṳ̂-sín Mióng	World Wide Web
Ńg-ngìn	Kvinne
Khiûng-tsiâu	Bananer
Fâ	Blomst
Mâ-lî-â-na̍p-hói	Marianergropen
Chû-mu̍k-lòng-mâ-fûng	Mount Everest
Sàng-sṳ	By
Nâ-pho-lùn yit-sṳ	Napoléon Bonaparte
Ngit-tèu	Solen
Pâ-sṳ-tet	Louis Pasteur
大洋洲	Oseania
Thai-yòng Hì	Solsystemet
Pô-lò-tit-hói	Østersjøen
Ngâ-chhṳ	Tann
Khîn	Hydrogen
Hoi (氦)	Helium
Angela Merkel	Angela Merkel
Lî	Litium
Phì	Beryllium
Si	Bok
Ngit	Dag
Ngièn	År
Sṳ-ki	Århundre
Lò-tsṳ (Pô-làn)	Łódź
Khà-thok-vì-chṳ	Katowice
Ngie̍t-sû-fû	Rzeszów
Phìn	Bor (grunnstoff)
Thàn	Karbon
Tham	Nitrogen
Yòng	Oksygen
Hàng-sên	Planet
Yîm-ngo̍k	Musikk
Rennes	Rennes
Mo̍k-sṳ̂-khô	Moskva
Fuk	Fluor
Yi-thai-li-ngî	Italiensk
Nái	Neon
Sṳn Pí-tet-páu	St. Petersburg
Na̍p	Natrium
北	Nord
Mî	Magnesium
Lî (鋁)	Aluminium
Néu Sî-làn	New Zealand
南	Sør
Yin-thu	India
Si̍t	Silisium
Fap	Francium
Lìn	Fosfor
Thiet	Jern
Tûng-kâ	Tonga
西	Vest
Liù-vòng	Svovel
東	Øst
Liu̍k	Klor
Pâ-pu-â Néu-kí-nui-â	Papua Ny-Guinea
Vî-lièn Sâ-sṳ-pí-â	William Shakespeare
Â (氬)	Argon
Kap	Kalium
Koi	Kalsium
Yèn	Bly
Mùng-kú-koet	Mongolia
Khong (鈧)	Scandium
Thai	Titan (grunnstoff)
Genghis Khan	Djengis Khan
Fàm	Vanadium
Mien-yîn	Maine
Kok	Krom
Mâ	Hest
Thûng-vu̍t	Dyr
Sû-li-nàm	Surinam
Màng	Mangan
Pâ-lâ-kûi	Paraguay
Koi-â-nâ	Guyana
Ngi-su̍t	Kunst
Lòi	Rhenium
Kô-lùn-pí-â	Colombia
Kû	Kobolt
Vû	Wolfram
Ngiap (鎳)	Nikkel
Fu̍t-kau	Buddhisme
Pô-li-vì-â	Bolivia
Tshṳ̀-nì-tha̍t lâu Tô-pâ-kô	Trinidad og Tobago
Chhṳ̍t-vu̍t	Planter
Sîn	Sink
Néu Hàn-pu-ha	New Hampshire
Pí-â-vùi-sṳ̂-thok-khiet	Białystok
Ngà-mâi-kâ	Jamaica
Mà-sat-chû-set	Massachusetts
Drenthe-sén	Drenthe
Overijssel-sén	Overijssel
Kûa-thi-mâ-là	Guatemala
Gelderland-sén	Gelderland
Pâ-hâ-mâ	Bahamas
Không-nái-tí-khiet-chû	Connecticut
Kiê-é	Tamhøns
Ha-vî-yî	Hawaii
Fùng-tû-lâ-sṳ̂	Honduras
Tô-mí-nì-kâ	Dominica
Tô-mí-nì-kâ Khiung-fò-koet	Den dominikanske republikk
Kâ-chû (Thung-vu̍t)	Gris
Hói-thi	Haiti
Sat-ngì-ngá-tô	El Salvador
Yî-lóng	Iran
Yî-là-khiet	Irak
Â-lâ-sṳ̂-kâ	Alaska
Kô-sṳ̂-tha̍t Lì-kâ	Costa Rica
Yî-set-lie̍t	Israel
Pâ-nâ-mâ	Panama
Ya̍p-mùn	Jemen
Phiang-thu̍k	Virus
Pô-làn-ngî	Polsk
Yok-tan	Jordan
Nì-kâ-lâ-kûa	Nicaragua
Fu-lò-lî-tha̍t	Florida
Kit-ngí-kit-sṳ̂-thán	Kirgisistan
Â-li-sông-ná	Arizona
Khô-vî-thi̍t	Kuwait
Liàu-koet	Laos
Lì-pâ-nun	Libanon
O-le̍t-kông	Oregon
Mâ-ngì-thoi-fû	Maldivene
Yù-thâ	Utah
Mâ-lòi-sî-â	Malaysia
Mién-thien	Myanmar
Nì-pok	Nepal
Â-man	Oman
Pâ-kî-sṳ̂-thán	Pakistan
Khà-tha̍t	Qatar
Mióng-khiù	Tennis
Sâ-vû-thi Â-lâ-pak	Saudi-Arabia
Sṳ̂-lî-làn-khà	Sri Lanka
Si-li-â	Syria
Kâ	Gallium
Thap-kit-khiet-sṳ̂-thán	Tadsjikistan
中華民國	Republikken Kina
YouTube	YouTube
Châ	Germanium
Thai-koet	Thailand
Sṳ̂n	Arsen
Thú-khû-man-sṳ̂-thán	Turkmenistan
Abakan	Abakan
Sî	Selen
Yî	Iridium
Â-lâ-pak Lièn-ha̍p Thai-kûng-koet	De forente arabiske emirater
Tshiù (溴)	Brom
Pha̍k (鉑)	Platina
Ye̍t-nàm	Vietnam
Thai-hòn Mìn-koet	Sør-Korea
Khiet	Krypton
Â-fu-hon	Afghanistan
J. R. R. Tolkien	J. R. R. Tolkien
Lù	Rubidium
Kîm	Gull
Men-kâ-lâ-koet	Bangladesh
Ufa	Ufa (by)
Ôn-kô-lâ	Angola
Vùn-lòi	Brunei
Kúng	Kvikksølv
Fî-li̍t-pîn	Filippinene
Thò	Thallium
Ngie-sat-khiet Ngiù-tun	Isaac Newton
Albert Einstein	Albert Einstein
Sṳ̂	Strontium
Yet	Yttrium
Pit	Vismut
Vòng-set	Gul
Tsan-pí-â	Zambia
Sîn-pâ-pu-vî	Zimbabwe
北京	Beijing
Tuva Khiung-fò-koet	Tuva (republikk)
Pok-tshṳ-ngá-na̍p	Botswana
Pho (釙)	Polonium
Bayern	Bayern
Baden-Württemberg	Baden-Württemberg
Ngo (砈)	Astat
Lòi-sò-thok	Lesotho
Mâ-tha̍t-kâ-sṳ̂-kâ	Madagaskar
Mâ-là-vî	Malawi
Stuttgart	Stuttgart
Màu-li-thap-nì-â	Mauritania
Pô-làn-ngìn	Polakker
Mo̍k-sông-pí-khiet	Mosambik
Na̍p-mí-pí-â	Namibia
Nai-khi̍p-li-â	Nigeria
Ko	Zirkonium
Nì	Niob
Yû-li-vû-sṳ̂ Khái-sat	Julius Cæsar
Sṳ̂-vî-sṳ-làn	Swaziland
Muk	Molybden
Thap	Technetium
Hamburg	Hamburg
Thoi-chhia	Stoffskifte
Miên-yi̍t Hì-thúng	Immunforsvar
Lièn-ha̍p-koet	De forente nasjoner
Sîm-chhong	Hjerte
Thèu-nó	Hjerne
Phì-fû	Hud
Ló	Rhodium
Làm-set	Blå
Pâ	Palladium
Ngiùn	Sølv
Kak	Kadmium
Yîn	Indium
Siak	Tinn (grunnstoff)
Yu	Uran
Thi (銻)	Antimon
Ti	Tellur
Pu	Plutonium
Tièn	Jod
Nai	Neptunium
Set	Cesium
Phù	Protactinium
Pi	Barium
Thú	Thorium
Kap (鉿)	Hafnium
Than (鉭)	Tantal
Luì	Radium
Tûng	Radon
Alsace	Alsace
Auvergne	Auvergne
Ôn-tet-là-pâng	Andhra Pradesh
Me̍t-hiet-kîn	Michigan
Burgundy	Bourgogne
Aquitaine	Aquitaine
Schleswig-Holstein	Schleswig-Holstein
Hâ Saxony	Niedersachsen
Pet Rhine-Westphalia	Nordrhein-Westfalen
Saxony	Sachsen
Yî-li-nò	Illinois
Thuringia	Thüringen
Saxony-Anhalt	Sachsen-Anhalt
Pet Tha̍t-khô-thâ	Nord-Dakota
Brandenburg	Brandenburg
Bremen-chû	Bremen
Nàm Tha̍t-khô-thâ	Sør-Dakota
Mùng-thai-nâ	Montana
Fài-ngò-mìn	Wyoming
Yâ-lu-sat-lâng	Jerusalem
Oi-tha̍t-hòt	Idaho
Fà-sṳn-tun	Washington
Lù (鑪)	Rutherfordium
Nui-fà-tha̍t	Nevada
Hàn (𨧀)	Dubnium
Hí (𨭎)	Seaborgium
Yin-thu-yòng	Indiahavet
Khô-sò-vok	Kosovo
Kâ-le̍t-pí-hói	Det karibiske hav
Pô (𨨏)	Bohrium
Het (𨭆)	Hassium
Phan Kî-vùn	Ban Ki-moon
Ma̍k (䥑)	Meitnerium
Khô-lò-là-tô	Colorado
Tha̍t	Darmstadtium
Siau-pâng	Frédéric Chopin
Lùn	Røntgenium
Kô (鎶)	Copernicium
分類:Chú-yeu fûn-lui	Kategori:Kategorier
Chi-kâ-kô	Chicago
Arnhem	Arnhem
Tûng-kui	Vinter
Sî-pân-ngà-ngî	Spansk
Fî-là-thiet-fî	Philadelphia
Tî-tû	Edderkopper
Hèu-è	Apekatter
Kîm-tshièn	Penger
Vì-kit-nì-â	Virginia
Sî Vì-kit-nì-â	Vest-Virginia
Tshiâng-tséu	Paprika
Néu-yok-chû	New York (delstat)
Sṳ (鈰)	Cerium
Phú	Praseodym
Lò-tet-tó	Rhode Island
Ńg	Neodym
Khûn-chhùng	Insekter
Mâ-lî-làn	Maryland
Thi̍t-lâ-ngá	Delaware
Yû (銪)	Europium
Ngò-hài-ngò	Ohio
Vì-kit-ngì	Vergil
Machiavelli	Niccolò Machiavelli
Pîn-sé-fap-nì-â	Pennsylvania
Uetersen	Uetersen
O-kú-sṳ̂-tû	Augustus
Néu Chhe̍t-sî-chû	New Jersey
Fûn-làn-ngî	Finsk
Yin-thi-ôn-na̍p	Indiana
Vì-sṳ̂-pha-siên	Vespasian
Thù-là-chṳ̂n	Trajan
Hâ-tet-liòng	Hadrian
Khièu-tshṳ-â	Georgia (USA)
Mâ-khù-sṳ̂ O-lie̍t-lî-vû-sṳ̂	Marcus Aurelius
Zagreb	Zagreb
Tet-khiet-sat-sṳ̂	Texas
Thai-mí-ngì-na̍p-tet-pâng	Tamil Nadu
Pet Khà-lò-lòi-na̍p	Nord-Carolina
Nàm Khà-lò-lòi-na̍p	Sør-Carolina
Loire-sén	Loire
Pâ-set-lò-nâ	Barcelona
Me̍t-sî-sî-pí	Mississippi
Thièn-na̍p-sî	Tennessee
Néu Me̍t-sî-kô	New Mexico
Mìn-nì-sû-tha̍t	Minnesota
Vî-sṳ̂-không-sîn	Wisconsin
Oi-hò-fà	Iowa
Nui-pu-lâ-sṳ̂-kâ	Nebraska
Khâm-sat-sṳ̂	Kansas
Yin-thi-ngî	Hindi
Me̍t-sû-lî	Missouri
Lu-yi-sṳ̂-ôn-ná	Louisiana
Khén-thap-kî	Kentucky
Â-khén-set	Arkansas
Neil Armstrong	Neil Armstrong
O-khiet-lâ-hò-mâ	Oklahoma
Pet-hói	Nordsjøen
Mo̍k-sṳ̂-khô-chû	Moskva oblast
Kiel	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hanover	Hannover
Düsseldorf	Düsseldorf
Mainz	Mainz
Wiesbaden	Wiesbaden
Saarbrücken	Saarbrücken
Mu-nì-het	München
Erfurt	Erfurt
Dresden	Dresden
Kaliningrad-chû	Kaliningrad oblast
Murmansk-chû	Murmansk oblast
Kak-than-sṳ̂-khiet	Gdańsk
Fap-làn-khiet-fuk	Frankfurt am Main
Fut-lò-tshṳ-ngá-fû	Wrocław
Làn	Lantan
Ki (鉕)	Promethium
Sân	Samarium
Â-chhè Thi̍t-phe̍t Hàng-chṳn-khî	Aceh
Nga̍t (釓)	Gadolinium
Thi̍t (鋱)	Terbium
Tit (鏑)	Dysprosium
Sṳn-kîn	Bibelen
Fó	Holmium
Ngí (鉺)	Erbium
Tiû	Thulium
Yi	Ytterbium
Liu	Lutetium
Hò-nui-sṳ	Hanoi
Yîn-ngî	Engelsk
Màn-kuk	Bangkok
Kit-lùng-po	Kuala Lumpur
Pâng-kâ Vú-lî-thung-sén	Bangka-Belitung
Thòi-pet-sṳ	Taipei
Mî (鋂)	Americium
Arkhangelsk-chû	Arkhangelsk oblast
Khiu̍k	Curium
Thùng-hói-sṳ	Dong Hoi
Concepción	Concepción
Pet (鉳)	Berkelium
Khà (鉲)	Californium
Mìn-kú-lû-sén	Bengkulu
Oi	Einsteinium
Fi	Fermium
Mùn	Mendelevium
Na	Nobelium
Ontario-sén	Ontario
Lò	Lawrencium
Karelia Khiung-fò-koet	Karelia
Końskowola	Końskowola
2002-ngièn	2002
2008-ngièn	2008
Charles de Gaulle	Charles de Gaulle
Cham-pî-sén	Jambi
Komi Khiung-fò-koet	Komi
Nâm-póng-sén	Lampung
Pet Sû-mùn-tap-lia̍p-sén	Sumatera Utara
Syktyvkar	Syktyvkar
Québec-sṳ	Québec (by)
Nenets Chhṳ-chhṳ-khî	Nenetsk
Liàu-nui-sén	Riau
Leningrad-chû	Leningrad oblast
Pskov-chû	Pskov oblast
Liàu-nui Khiùn-tó-sén	Kepulauan Riau
Nizhny Novgorod-chû	Nizjnij Novgorod oblast
Nàm Sû-mùn-tap-lia̍p-sén	Sumatera Selatan
Lò-mâ Ti-koet	Det romerske keiserriket
Mì-ngiôn Kûng-sṳ̂	Microsoft
Tver-chû	Tver oblast
Khù-lû-fû	Kurów
Fa-ho̍k	Kjemi
Smolensk-chû	Smolensk oblast
Yaroslavl-chû	Jaroslavl oblast
Kostroma-chû	Kostroma oblast
Ivanovo-chû	Ivanovo oblast
Arnold Schwarzenegger	Arnold Schwarzenegger
Chiuk-khiù	Fotball
Ryazan-chû	Rjazan oblast
IPhone	IPhone
Sî Sû-mùn-tap-lia̍p-sén	Sumatera Barat
Tula-chû	Tula oblast
IPad	IPad
Mâ-tet-lî	Madrid
Bryansk-chû	Brjansk oblast
Michael Jackson	Michael Jackson
Kaluga-chû	Kaluga oblast
Loire-Atlantique-sén	Loire-Atlantique
Ain-sén	Ain (departement)
Allier-sén	Allier
Khâm-phì-là	Canberra
Sông Alpes-sén	Hautes-Alpes
Oryol-chû	Orjol oblast
Sit-nì	Sydney
Alpes-de-Haute-Provence-sén	Alpes-de-Haute-Provence
Liu̍k-set	Grønn
Alpes-Maritimes-sén	Alpes-Maritimes
Hâ-tet-sùn-hò	Hudson (elv)
Me̍t-ngì-pún	Melbourne
Fùng-set	Rød
Ardèche-sén	Ardèche
Jena	Jena
Kursk-chû	Kursk oblast
Ariège-sén	Ariège
Aude-sén	Aude
Aveyron-sén	Aveyron
Sîn Nàm Vî-ngì-sṳ̂-chû	New South Wales
Bouches-du-Rhône-sén	Bouches-du-Rhône
Àu-thai-li-â Sú-tû Liâng-thi	Australian Capital Territory
Cantal-sén	Cantal
Belgorod-chû	Belgorod oblast
Côte-d'Or-sén	Côte-d'Or
Côtes-d'Armor-sén	Côtes-d'Armor
Drôme-sén	Drôme
Finistère-sén	Finistère
Voronezh-chû	Voronezj oblast
Sû-mùn-tap-lia̍p	Sumatra
Lipetsk-chû	Lipetsk oblast
Van-tan-sén	Banten
Chûng Cháu-ôa-sén	Jawa Tengah
Fùi-sên	Komet
Rostov-chû	Rostov oblast
Tûng Cháu-ôa-sén	Jawa Timur
Ngâ-kâ-tha̍t Sú-tû Thi̍t-khî	Jakarta
Sî Cháu-ôa-sén	Jawa Barat
Adygea Khiung-fò-koet	Adygia
Gera	Gera
Maykop	Majkop
Cháu-ôa-tó	Java (øy)
Kâ-lî-man-tân-chû	Kalimantan
Séu Sùn-thâ Khiùn-tó	De små Sundaøyer
Sû-lâ-vî-sî-tó	Sulawesi
Mô-lu̍k-kâ Khiùn-tó	Molukkene
Nàm Kâ-lî-man-tân-sén	Kalimantan Selatan
Kâ-li-sî-â	Galicia (Spania)
Thai-ho̍k	Universitet
Pretoria	Pretoria
Chok-khiù	Bordtennis
Â-sṳ̂-thù-lî-â-sṳ̂	Asturias
Wikipedia:Sandbox	Wikipedia:Sandkasse
Astrakhan-chû	Astrakhan oblast
Kham-thap-pu-lî-â	Cantabria
Kalmykia Khiung-fò-koet	Kalmykia
Weimar	Weimar
Osasco	Osasco
Â-là-kung	Aragón
Kak-là-sṳ̂-kô	Glasgow
Thùng-hói Kî-chhòng	Dong Hoi lufthavn
Vú-lîn-ngièn Fûng-kín Miàng-sṳn-khî	Wulingyuan
分類:Thòi-vân li̍t-sṳ́	Kategori:Taiwans historie
Curitiba	Curitiba
Chloë Grace Moretz	Chloë Moretz
Khûng-chṳ́	Konfucius
Corbin Bleu	Corbin Bleu
分類:Sṳ-ho̍k	Kategori:Matematikk
分類:Ngìn-kûng ngî-ngièn	Kategori:Konstruerte språk
Pâ-lî-sén	Bali
Mî-kîm	Amerikansk dollar
Thi-chûng-hói	Middelhavet
Hông-chû-sṳ	Hangzhou
Kî-tuk-kau	Kristendom
Vò-é	Ris
Sî Pâ-pu-â-sén	Papua Barat
Dagestan Khiung-fò-koet	Dagestan
Sú-tû	Hovedstad
Monzón	Monzón
Phù-thò-ngà-ngî	Portugisisk
Ngie̍t	Måned
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
Makhachkala	Makhatsjkala
Chechnya Khiung-fò-koet	Tsjetsjenia
Grozny	Groznyj
Almazán	Almazán
Vòng Hien-fàm	Huang Xian-fan
Ingushetia Khiung-fò-koet	Ingusjetia
Magas	Magas
Pet Ossetia–Alania Khiung-fò-koet	Nord-Ossetia
Kabardino-Balkaria Khiung-fò-koet	Kabardino-Balkaria
Tson-sa̍k	Diamant
Bill Gates	Bill Gates
Ngi̍t-ngî	Japansk
Pak-khô-chhiòn-sû	Encyklopedi
頭頁	Portal:Forside
Karachay-Cherkessia Khiung-fò-koet	Karatsjajevo-Tsjerkessia
Saratov	Saratov
Saratov-chû	Saratov oblast
Orenburg-chû	Orenburg oblast
Mordovia Khiung-fò-koet	Mordovia
Saransk	Saransk
Yâ-khiù	Baseball
Làm-khiù	Basketball
Kirov-chû	Kirov oblast
Udmurtia Khiung-fò-koet	Udmurtia
Sî-pak-li-â	Sibir
Mari El Khiung-fò-koet	Mari El
Yoshkar-Ola	Josjkar-Ola
Stellenbosch	Stellenbosch
Sverdlovsk-chû	Sverdlovsk oblast
Cape Town	Cape Town
Chuvash Khiung-fò-koet	Tsjuvasjia
Durban	Durban
Cheboksary	Tsjeboksary
Tat-tat-sṳ̂-thán Khiung-fò-koet	Tatarstan
Penza-chû	Penza oblast
Là-fî-ngì	Rafael
Pí-tet Lû-pún-sṳ̂	Peter Paul Rubens
Ulyanovsk-chû	Uljanovsk oblast
Gung-gung-hi-tsaa	Buss
Kâ-thai-lò-nì-â	Catalonia
Bashkortostan Khiung-fò-koet	Basjkortostan
Chelyabinsk-chû	Tsjeljabinsk oblast
Pâ-lùn-sî-â Chhṳ-chhṳ-khî	Comunitat Valenciana
Khà-sṳ̂-tì-li-â lâu Lòi-ngong	Castilla y León
Kurgan-chû	Kurgan oblast
Mô Chhe̍t-tûng	Mao Zedong
Tyumen-chû	Tjumen oblast
Omsk-chû	Omsk oblast
Thai-mí-ngì-ngî	Tamilsk
Chet-ho̍k	Filosofi
分類:Candidates for speedy deletion	Kategori:Sider som er foreslått raskt slettet
Altai Khiung-fò-koet	Altaj
Kòng-khìm	Piano
Gorno-Altaysk	Gorno-Altajsk
Kemerovo-chû	Kemerovo oblast
Hebe Camargo	Hebe Camargo
Chṳ̂-pún chú-ngi	Kapitalisme
Mìn-chhu̍k	Nasjon
Khanty-Mansi Chhṳ-chhṳ-khî	Khanty-Mansia
Yamalo-Nenets Chhṳ-chhṳ-khî	Jamalo-Nenetsk
Montpellier	Montpellier
分類:Thiên-vùn-ho̍k	Kategori:Astronomi
Khakassia Khiung-fò-koet	Khakasia
Irkutsk-chû	Irkutsk oblast
Sakha Khiung-fò-koet	Sakha
Khiet-lò-âi-sî-â-ngî	Kroatisk
Hon-pó	Hamburger
Buryatia Khiung-fò-koet	Burjatia
Vû-làn Vû-tet	Ulan-Ude
Amur-chû	Amur oblast
Ngi-sṳ̍p Sṳ-ki	20. århundre
Gotha	Gotha
Dijon	Dijon
Kâ-thai-lò-nì-â-ngî	Katalansk
Kit-lò-na̍p-sén	Girona
Eisenach	Eisenach
Se-pâu Sâng-vu̍t-ho̍k	Cytologi
Sṳ-kie Ngiùn-hòng Si̍p-thòn	Verdensbanken
A-la-pak Liên-mên	Den arabiske liga
Mìn-tsú Tsú-ngi	Demokrati
Chhîn-chhèu (秦朝)	Qin-dynastiet
Pet Thai-sî-yòng Kûng-yok Chû-chṳt	NATO
Chhìn Sṳ Fòng	Qin Shi Huangdi
Hon-chhèu	Han-dynastiet
Hon Vú-ti Liù Chha̍t	Keiser Wu av Han
Sâng-vu̍t	Organisme
Kiûn-chú-chṳ	Monarki
Khiung-fò-koet	Republikk
Yí-mô-khiù	Badminton
Ngièn-chhèu	Yuan-dynastiet
Nazi Tet-koet	Tysklands historie (1933–1945)
Yù-thai-ngìn	Jøder
Chang Fò	Zheng He
Chìn-chhèu	Jin-dynastiet (265–420)
Ngí	Øre
Phi	Nese
Ngién	Øye
Mûn-é	Stikkemygg
Mièn-yòng	Tamsau
Lo̍k-thò	Kameler
Phú-nen thung-vu̍t	Pattedyr
Siong	Elefanter
Ngie-kûng	Maur
Phûng-é	Bier
Hò-làn-ngî	Nederlandsk
Fà-thi̍t Thit-sṳ-nì Kûng-sṳ̂	The Walt Disney Company
Thot-yong Fu̍t-thông Fu̍t-son	DNA
Khiô	Aubergine
Siet	Snø
Â-pâ	Far
Fûn	Minutt
Yù-thai Chhṳ-chhṳ-chû	Den jødiske autonome oblast
Ngò-lò-sṳ̂-ngî	Russisk
Tûng-nàm-â Koet-kâ Lièn-mèn	Association of Southeast Asian Nations
Sakhalin-chû	Sakhalin oblast
Mien-pâu	Brød
Sṳ-kie Mo-yi Chû-chṳt	Verdens handelsorganisasjon
漢語	Kinesisk
Se-pâu	Celle
Hiet-yi̍t	Blod
Hi	Lunge
Lò-mâ-nì-â-ngî	Rumensk
Pó-kâ-li-â-ngî	Bulgarsk
Magadan-chû	Magadan oblast
Chhṳ-yèn Khô-ho̍k	Naturvitenskap
Het-chhe̍t Mìn	Akira Kurosawa
Franklin D. Roosevelt	Franklin D. Roosevelt
Thi-khiù Khô-ho̍k	Geovitenskap
Sa̍k-thèu	Bergart
Yùn	Sky
Kí-hò-ho̍k	Geometri
Tet-lu-kú-ngî	Telugu
Thai-hì-chhèn	Atmosfære
Kak-lû-kit-â-ngî	Georgisk
Kîn-chi-ho̍k	Samfunnsøkonomi
Pîn-kóng	Pangkal Pinang
漢字	Kinesiske tegn
Sî-lî-ngì Sṳ-mû	Det kyrilliske alfabetet
Lâ-tên sṳ-mû	Det latinske alfabetet
Vùn-ho̍k	Litteratur
分類:Fap-koet	Kategori:Frankrike
分類:Yîm-ngo̍k	Kategori:Musikk
分類:Vùn-ho̍k	Kategori:Litteratur
La̍p-pá	Trompet
