अफ्रीका	Afrika
ई.पू. ४६५	465 f.Kr.
ई.पू. ४६६	466 f.Kr.
ई.पू. ४६७	467 f.Kr.
ई.पू. ४६८	468 f.Kr.
अथर्ववेद	Atharvaveda
ई.पू. ४७१	471 f.Kr.
पाण्डव	Pandavaene
ई.पू. ४७२	472 f.Kr.
सामवेद	Samaveda
ई.पू. ४७३	473 f.Kr.
ई.पू. ४७४	474 f.Kr.
ई.पू. ४७६	476 f.Kr.
ई.पू. ४७७	477 f.Kr.
ई.पू. ४७८	478 f.Kr.
ई.पू. ४८१	481 f.Kr.
ई.पू. ४८२	482 f.Kr.
ई.पू. ४८३	483 f.Kr.
ई.पू. ४८४	484 f.Kr.
ई.पू. ४८५	485 f.Kr.
ई.पू. ४८६	486 f.Kr.
ई.पू. ४८७	487 f.Kr.
ई.पू. ४८८	488 f.Kr.
ई.पू. ४८९	489 f.Kr.
डेभोन (अश्लिल चलचित्र अभिनेत्री)	Devon (pornofilmskuespiller)
ई.पू. ४९१	491 f.Kr.
एज यू लाइक इट	Som dere vil ha det
ई.पू. ४९२	492 f.Kr.
मायरा वाल्श	Maiara Walsh
ई.पू. ४९३	493 f.Kr.
ई.पू. ४९४	494 f.Kr.
ई.पू. ४९५	495 f.Kr.
शोलापुर	Solapur
ई.पू. ४९६	496 f.Kr.
कल्पना चावला	Kalpana Chawla
ई.पू. ४९७	497 f.Kr.
ई.पू. ४९८	498 f.Kr.
ई.पू. ४९९	499 f.Kr.
नाभिकीय प्रतिक्रिया	Kjernereaksjon
गुलमोहर	Flamboyant
जेनिन लिन्डमल्डर	Janine Lindemulder
शिवाजी	Shivaji
क्रिश्चियन हार्टर	Christian Herter
ई.पू. ५००	500 f.Kr.
ई.पू. ५०१	501 f.Kr.
ई.पू. ५०२	502 f.Kr.
ई.पू. ५०३	503 f.Kr.
ई.पू. ५०४	504 f.Kr.
ई.पू. ५०५	505 f.Kr.
ई.पू. ५०६	506 f.Kr.
ई.पू. ५०७	507 f.Kr.
ई.पू. ५०८	508 f.Kr.
ई.पू. ५०९	509 f.Kr.
लालकण्ठे चुइयाँ	Lappiplerke
सेतोपंखे फ्यालफ्याले	Hvitvingesvartterne
ई.पू. ५११	511 f.Kr.
ई.पू. ५१२	512 f.Kr.
ई.पू. ५१३	513 f.Kr.
ई.पू. ५१४	514 f.Kr.
ई.पू. ५१५	515 f.Kr.
भिलाई	Bhilai
मेहरगढ़ संस्कृति	Mehrgarh
अतिताप	Hypertermi
इन्का ग्रिङ्गस	Inka Grings
ई.पू. ५१८	518 f.Kr.
विक्की भेट्टे	Vicky Vette
ई.पू. ५१९	519 f.Kr.
ई.पू. ५२०	520 f.Kr.
ई.पू. ५२२	522 f.Kr.
ई.पू. ५२३	523 f.Kr.
ई.पू. ५२५	525 f.Kr.
पावल केटिङ	Paul Keating
ई.पू. ५२६	526 f.Kr.
सहारनपुर	Saharanpur
जैसलमेर	Jaisalmer
भावनगर	Bhavnagar
झाँसी	Jhansi
चिकनगुन्या	Chikungunya
ई.पू. ५४६	546 f.Kr.
ई.पू. ५५०	550 f.Kr.
बाइनरि सर्च	Binærsøk
ई.पू. ५६३	563 f.Kr.
२०१० एशियाली खेल	Asialekene 2010
सुनजुरे हाँस	Rødhodeand
पुड्के छुचुन्द्रो	Dvergspissmus
गोरखपुर	Gorakhpur
खरबट्टाई	Asiablåvaktel
पुड्के बँदेल	Dvergvillsvin
लालबहादुर शास्त्री	Lal Bahadur Shastri
राज्‍य सभा	Rajya Sabha
ई.पू. ५८७	587 f.Kr.
ई.पू. ५९५	595 f.Kr.
मारिन सिलिच	Marin Čilić
ई.पू. ५९८	598 f.Kr.
चिप्लेकीरा	Vinbergsnegl
ई.पू. ५९९	599 f.Kr.
इण्डिया गेट	India Gate
ई.पू. ६००	600 f.Kr.
ई.पू. ६०१	601 f.Kr.
ई.पू. ६०५	605 f.Kr.
ओस्कार-८५औँ	Den 85. Oscar-utdelingen
गया	Gaya (India)
एन्जेल डी मारिया	Ángel Di María
हलोविन	Allehelgensaften
एलेना जाभर्जिना	Aljona Zavarzina
फिफा	FIFA
एकस्व	Patent
क्रिमियाको युद्ध	Krimkrigen
घरपालुवा पानीहाँस	Tamgås
करनाल	Karnal
जेठी मधु	Lakrisplante
उनिउँ	Einstapeslekten
बोन जोवी	Bon Jovi
गोर्खाल्याण्ड	Gorkhaland
मेगान र्यापिनो	Megan Rapinoe
क्याथरिन एलिस एप्पलगेट	K. A. Applegate
शे जोर्डन	Shay Jordan
कालीकण्ठे सारस	Svarthalstrane
प्रतिलिपी अधिकार	Opphavsrett
जेनेट एलन	Janet Yellen
कस्तूरबा गान्धी	Kasturba Gandhi
आरण्यक	Aranyaka
टिम कुक	Tim Cook
वाइने रोनी	Wayne Rooney
पोर्चुगल राष्ट्रिय फुटबल टिम	Portugals herrelandslag i fotball
सेलिन बारा	Céline Bara
बब हक	Bob Hawke
बेलगाँव	Belgaum
शिल्पा शेट्टी	Shilpa Shetty
म्याथ्यु आर्नोल्ड	Matthew Arnold
बोक्सी चील	Båndhavørn
करेन जाति	Karen (folkeslag)
गुगल एडवर्ड्स	AdWords
प्रेसर कुकर	Trykkoking
खाद्य जनित रोग	Matforgiftning
ड्याडी याङ्की	Daddy Yankee
वृत्त चित्र	Sektordiagram
क्याट्जा के	Katja K
एलेक्जेन्डर मिलेराँ	Alexandre Millerand
क्वीन्ट फावी मैक्सिम	Fabius Maximus
पी. वी. नरसिंह राव	P. V. Narasimha Rao
शमी	Bjørkefiken
जफ्रिन सोरेज	Jeffrén Suárez
कार्मन रेखा	Kármánlinjen
गलिल	Galil
महिला विरुद्ध हुने सबै प्रकारका भेदभाव उन्मूलन गर्ने महासन्धि १९७९	FNs kvinnekonvensjon
अग्रपंक्ति (फुटबल)	Angriper (fotball)
गजल	Gasel
२०२२ फिफा विश्वकप	VM i fotball 2022
भेशभूषा संहिता	Kleskode
चित्रशिर बगेडी	Vierspurv
एरिका	Érika Cristiano dos Santos
अज्ञेयवाद	Agnostisisme
चाइना साउर्दन एयरलाइन्स	China Southern Airlines
मारियो द्रागी	Mario Draghi
भिएना	Viana
हेनरी केभिल	Henry Cavill
ड्यारेन क्रिस्	Darren Criss
टम हिडल्स्टन	Tom Hiddleston
टेरेन्स होवार्ड	Terrence Howard
आर्नोल्ड भास्लो	Arnold Vosloo
डानिएल ब्रायन	Bryan Danielson
लोलो फरारी	Lolo Ferrari
बलसर	Valsad
प्रशासनिक	Administrasjon
मंगोल राजपुत्रिका	Mongollo
आईओएस जेलब्रेकिङ्ग	Jailbreak (iOS)
एबी अर्सेज	Abby Erceg
पुरुलिया जिल्ला	Purulia (distrikt)
म्युनिख हवाई दुर्घटना	München-ulykken
मलेशिया एयरलाइन्स	Malaysia Airlines
आँगन	Borggård
लुई ओग्युस्ट ब्लांकी	Louis Auguste Blanqui
अमला	Amla
जर्मन स्वतन्त्र सामाजिक-जनवादी पार्टी	Unabhängige Sozialdemokratische Partei Deutschlands
डन ओमार	Don Omar
सञ्जय दत्त	Sanjay Dutt
पाँचऔँले	Marihandslekta
टाइरिस गिवसन	Tyrese Gibson
दीपेन्द्र वीर विक्रम शाह	Dipendra Bir Bikram Shah Dev
मधुपत्र	Stevia
संत कबीर	Kabir
हेरोल्ड होल्ट	Harold Holt
फ्रेड	Frederico Chaves Guedes
ट्याकट्याके	Busksanger
तुलसीदास	Tulsidas
महेन्द्र वीर विक्रम शाह	Mahendra Bir Bikram Shah
टायो क्रुज	Taio Cruz
भारतको राष्ट्रपति	Indias president
अल्फ्रेड डेकिन	Alfred Deakin
एन्ड्रियू फिसर	Andrew Fisher
जाभेद नेकोउनाम	Javad Nekounam
म्याथ्यु बोमर	Matt Bomer
पुष्पकमल दाहाल	Prachanda
म्यालकोल्म फ्रेसर	Malcolm Fraser
कीनो	Quino
चिले कम्युनिष्ट पार्टी	Partido Comunista de Chile
हर्नु	Kidnapping
भोटे फ्याउरो	Sandrev
शाहिद कपूर	Shahid Kapoor
स्कुस	Chayote
स्रङचङ गम्पो	Songtsän Gampo
अम्बा	Guavaslekten
मृगे च्याउ	Shiitake
बतासी गौंथली	Alpeseiler
रिठ्ठो	Såpebærslekten
मनुस्मृति	Manus lover
भारत रत्‍न	Bharat Ratna
घिउ	Ghi
बन्ध्याकरण	Sterilisering
ला लिगा	Primera División
ग्रेट स्यान्डी मरुभूमि	Store sandørken
मिस्त्रि	Mekaniker
रिउम्याटोलोजी	Revmatologi
मेरी कोम	Mary Kom
हरित फिस्टो	Gulbrynsanger
मुरादाबाद	Moradabad
बैकालगैरी	Gulkinnand
आईएल-१६९	ILO-konvensjonen om urfolks rettigheter
लर्ड्स क्रिकेट ग्राउण्ड	Lord's Cricket Ground
शंकरदयाल शर्मा	Shankar Dayal Sharma
माधवकुमार नेपाल	Madhav Kumar Nepal
गोल लाईन प्रविधि	Mållinjeteknologi
कालोटाउके बगेडी	Svarthodespurv
चन्द्रशेखर	Chandra Shekhar Singh
भर्तृहरी	Bhartṛhari
बगाले बगेडी	Sibirspurv
टेलर किट्च	Taylor Kitsch
इल्तुतमिश	Iltutmish
ठेगाना	Adresse
उत्तर २४ परगना जिल्ला	North 24 Parganas (distrikt)
प्रजातान्त्रिक कार्यबाही	Acción Democrática
बिकास	Utvikling
टोनी एबोट	Tony Abbott
एलपी ग्यास	LPG
मर्नु	Die
बेहुली	Brud
जोसेफ कुक	Joseph Cook
विलियम म्याकमेहोन	William McMahon
जोन गोर्टन	John Grey Gorton
फुस्रो वनपरेवा	Kragedue
जेम्स रोडरिगेज	James Rodríguez
गोधुली फिस्टो	Brunsanger
अर्ल पेज	Earle Page
जोसेफ लायोन्स	Joseph Lyons
जेसिस	Junior Chamber International
परी	Nymfe (mytologi)
काटिगा	Caatinga
अमेरिकन ग्राफिटी	Siste natt med gjengen
अन्तर्राष्ट्रिय दूरसंचार संघ	Den internasjonale telekommunikasjonsunion
चिटागोंग	Chittagong
जनकपुर उपमहानगरपालिका	Janakpur
लुई एजेन काभेन्याक	Louis Eugène Cavaignac
मुथ्थैया मुरलीधरन	Muttiah Muralitharan
सिमी	Bønne
कृष्णप्रसाद भट्टराई	Krishna Prasad Bhattarai
शाहिद आफ्रिदी	Shahid Afridi
ध्यानचंद सिंह	Dhyan Chand
इब्राहिम लोधी	Ibrahim Lodhi
