Αφρική	Afrika
Ο Έμπορος της Βενετίας	Kjøpmannen i Venedig
Κωνσταντίνος Στεφανόπουλος	Konstantinos Stefanopoulos
Σοδομισμός	Sodomi
Chant de Ralliement	Chant de Ralliement
Turning Torso	Turning Torso
Βελγική Γαλατία	Gallia Belgica
No Prayer for the Dying	No Prayer for the Dying
Φιοντόρ Β΄ της Ρωσίας	Fjodor II av Russland
Ουρανινίτης	Bekblende
Μπόρουτ Πάχορ	Borut Pahor
Εμίλ Λαχούντ	Émile Lahoud
Σεβρ	Sèvres
TLS	Transport Layer Security
Κίτρινος καρχαρίας	Sitronhai
Μια Σχέση Στοργής	The Blind Side
1916 (άλμπουμ)	1916 (album)
Hugo	Hugo Cabret
Πρωτογλώσσα	Urspråk
Χάποελ Τελ Αβίβ	Hapoel Tel-Aviv
Αεροσκάφος τζετ	Jetfly
Ρουφίγια	Maldivisk rufiyah
Ρομάν Σιρόκοφ	Roman Sjirokov
Αντίσταση (μηχανική ρευστών)	Luftmotstand
ΟΥΕΦΑ Γιουρόπα Λιγκ 2009-10	UEFA Europa League 2009/10
Νότιες Άλπεις	Søralpene
ΟΥΕΦΑ Γιουρόπα Λιγκ 2010–11	UEFA Europa League 2010/11
Τέταρτη Διεθνής	Den fjerde internasjonale
ΦΚ Ζυρίχη	FC Zürich
Πανεπιστήμιο της Ζυρίχης	Universitetet i Zürich
Πλανητικό σύστημα	Planetsystem
Ματιέ Κερεκού	Mathieu Kérékou
Τυρρηνία	Etruria
Ειρήνη η Αθηναία	Irene (bysantinsk keiserinne)
Ευρωκομμουνισμός	Eurokommunisme
Συνθήκη του Κάμπο Φόρμιο	Freden i Campo Formio
Κερύνεια	Kyrenia
Θειώδες οξύ	Svovelsyrling
Βιτσισλάφ Μαλαφέεφ	Vjatsjeslav Malafejev
Πρωτάθλημα ποδοσφαίρου ανδρών Βραζιλίας	Série A
Άντερς Ζορν	Anders Zorn
Καθεδρικός Ναός της Ρενς	Notre-Dame de Reims
Εθνική Κουβέιτ (ποδόσφαιρο ανδρών)	Kuwaits herrelandslag i fotball
ΦΚ Βικτόρια Πλζεν	FC Viktoria Plzeň
Μάξιμος ο Ομολογητής	Maximus bekjenneren
Ερυθρός Ποταμός (Ασία)	Den røde elv
Πρίαπος	Priapos
Κιλίς	Kilis
Συμπόσιο	Symposion
Κιρίκαλε	Kırıkkale
Θεολογία της Απελευθέρωσης	Frigjøringsteologi
Τσορούμ	Çorum
Βραχυκύκλωμα	Kortslutning
Σολ	Sol
Σοφία Μπους	Sophia Bush
Μουσακάς	Moussaka
ES	ES
PCI Express	PCI Express
Λίτλα Ντίμουν	Lítla Dímun
Κατάρρινοι	Østaper
Φεστιβάλ Ιταλικού Τραγουδιού	San Remo-festivalen
Κατάλογος μετρό του κόσμου	Liste over undergrunnsbaner
37 Πίστη	37 Fides
Κύπελλο Ομοσπονδίας (αντισφαίριση)	Fed Cup
Σκοποβολή	Skytesport
36 Αταλάντη	36 Atalante
Αξίωμα των παραλλήλων	Parallellaksiomet
Ουγκίγια	Mauritansk ouguiya
Ζιγιαρίδες	Ziyarid
Μπουριάτες	Burjater
Σαύρα Χίλα	Gilaøgle
Μακαρθισμός	Mccarthyisme
Τζιοβάνι Φαλκόνε	Giovanni Falcone
Μάρκος Παγδατής	Marcos Baghdatis
Ζλάτα	Zlata
Άμστερνταμ Αρίνα	Amsterdam ArenA
Λίβιος Σεβήρος	Libius Severus
Βότανο	Urt
Ζλάταν Μουσλίμοβιτς	Zlatan Muslimović
Τίριχ Μιρ	Tirich Mir
Σύνδρομο Κλαϊνεφέλτερ	Klinefelter syndrom
Σενναχειρείμ	Sankerib
Παλινόρθωση των Βουρβόνων	Restaurasjonen i Frankrike
Ναυμαχία της Θάλασσας των Κοραλλίων	Slaget i Korallhavet
Μποέμ	Bohem
Κάσσανδρος	Kassandros
Ευρωπόλ	Europol
Σατουρνάλια	Saturnalia
Ράφτινγκ	Rafting
Κύθηρα	Kythira
Κατάλογος των κοντινότερων αστέρων	Liste over de nærmeste stjernene
Μάχη της λίμνης Τρασιμένης	Slaget ved Trasimene
Βασκική Βικιπαίδεια	Wikipedia på baskisk
Τζόαν Σάδερλαντ	Joan Sutherland
Υάκινθος (μυθολογία)	Hyakinthos
Μντίνα	Mdina
Αλέξανδρος Α΄	Aleksander I
Εθνόσημο του Λίχτενσταϊν	Liechtensteins riksvåpen
Ρουαπέχου	Mount Ruapehu
Έμβλημα του Ομάν	Omans riksvåpen
Εθνόσημο του Μάλι	Malis riksvåpen
Εθνόσημο των Φερόων Νήσων	Færøyenes riksvåpen
Περιφέρειες της Ελλάδας	Hellas' periferier
41 Δάφνη	41 Daphne
Godsmack	Godsmack
Φάλαγγα (Ισπανία)	Falange
Μεσο-Ατλαντική υφαλορράχη	Den midtatlantiske ryggen
Καύση των νεκρών	Likbrenning
Lua	Lua
Πόλεμοι της Γαλλικής Επανάστασης	Revolusjonskrigene
Βουλκάνο	Vulcano
Κρίστιαν Γκόλντμπαχ	Christian Goldbach
Πρόγραμμα Σογιούζ	Sojuz-programmet
Beatles For Sale	Beatles for Sale
Εθνική Μαρόκου (ποδόσφαιρο ανδρών)	Marokkos herrelandslag i fotball
Κουαρτέτο εγχόρδων	Strykekvartett
Audi A8	Audi A8
Ομοφωνία (μουσική)	Homofoni
Ακαδία	Acadia
Έμβλημα του Μπουτάν	Bhutans riksvåpen
Σουηδική Ακαδημία	Svenska Akademien
Περσέας της Μακεδονίας	Perseus av Makedonia
Σόουιν	Samhain
Λοιμώδης μονοπυρήνωση	Mononukleose
Ηχώ (νύμφη)	Ekho
Γάιος Κάσσιος Λογγίνος	Gaius Cassius Longinus
Κόλο-Κόλο	Colo-Colo
Βορειοανατολική Γη	Nordaustlandet
Στην Εντατική	Akutten
Σιδηρές πύλες	Jernporten
Χοσρόης Α΄ της Περσίας	Khosrau I av Persia
Ραχήλ	Rakel (bibelsk person)
Αμίλκαρε Πονκιέλλι	Amilcare Ponchielli
Κετσάλ	Guatemalansk quetzal
Μάρκο Πάντελιτς	Marko Pantelić
Έτσι κάνουν όλες	Così fan tutte
Τουνγκουράουα	Tungurahua
Τούξτλα Γκουτιέρρες	Tuxtla Gutiérrez
Αλληλεπίδραση ανθρώπου-υπολογιστή	Menneske–maskin-interaksjon
Led Zeppelin III	Led Zeppelin III
Πίνακας κατακερματισμού	Hashtabell
Εθνική Σενεγάλης (ποδόσφαιρο ανδρών)	Senegals herrelandslag i fotball
Ζαν Μπατίστ Σιμεόν Σαρντέν	Jean-Baptiste-Siméon Chardin
Πλοίο γραμμής	Linjeskip (marinefartøy)
Βολταϊκό τόξο	Lysbue
Μπιλ Σάνκλι	Bill Shankly
Μίσα Μπάρτον	Mischa Barton
Αμερικανικό Ινστιτούτο Κινηματογράφου	Det amerikanske filminstituttet
ΦΚ Μεταλίστ Χάρκιβ	FK Metalist Kharkiv
Αμυλόζη	Amylose
Τρίκαλα	Trikala
Μπιέλο Πόλιε	Bijelo Polje
Toto	Toto
Καλίν Ποπέσκου-Ταριτσεάνου	Călin Popescu-Tăriceanu
AD	AD
ID	ID
BI	BI
Κωνική φιάλη	Erlenmeyerkolbe
Μακεδονία (Ρωμαϊκή επαρχία)	Makedonia (romersk provins)
Συάγριος	Syagrius
Βοϊβοντίνα Νόβι Σαντ	FK Vojvodina
21st Century Breakdown	21st Century Breakdown
Χέλσινγκμποργκς ΙΦ	Helsingborgs IF
Κάιλ ΜακΛάχλαν	Kyle MacLachlan
Έμβλημα του Τόγκο	Togos riksvåpen
Εθνόσημο της Νιγηρίας	Nigerias riksvåpen
Γκουαρανί (νόμισμα)	Paraguayansk guaraní
Συνάρτηση πυκνότητας πιθανότητας	Tetthetsfunksjon
Βάτου	Vanuatisk vatu
Νησίδα	Holme (geografi)
Έμβλημα της Γουατεμάλας	Guatemalas riksvåpen
Εθνόσημο της Ναμίμπιας	Namibias riksvåpen
Τζουζέπε Τορέλλι	Giuseppe Torelli
Εθνόσημο της Ισημερινής Γουινέας	Ekvatorial-Guineas riksvåpen
Ρολάνδος	Roland (greve)
Διαγωνισμός Τραγουδιού Eurovision 1990	Eurovision Song Contest 1990
Intel 8086	Intel 8086
Λοντ	Lod
Διαγωνισμός Τραγουδιού Eurovision 1974	Eurovision Song Contest 1974
Φρανκ Μπάουμ	Lyman Frank Baum
Κοντρέιλ	Kondensstriper
Νομός Θεσπρωτίας	Thesprotia
Νομός Φθιώτιδας	Fthiotis
Αντόνιο Πουέρτα	Antonio Puerta
Όσο υπάρχουν άνθρωποι	Herfra til evigheten
Λαλιμπέλα	Lalibela
Ρομαντική μουσική	Romantisk musikk
Ισπανικό πρωτάθλημα ποδοσφαίρου ανδρών 2011-12	Primera División 2011–2012
Σάνεν Ντόχερτι	Shannen Doherty
MTV Europe Music Awards	MTV Europe Music Awards
Αγλαβίδες	Aġlabidene
Βασιλική Ισπανική Ομοσπονδία Ποδοσφαίρου	Real Federación Española de Fútbol
Αρζαντάν	Argentan
Mercedes-Benz SLR McLaren	Mercedes-Benz SLR McLaren
Γήπεδο Βιθέντε Καλδερόν	Vicente Calderón
Κλεισθένης	Kleisthenes
Μπενισανγούλ Γκουμούζ (περιφέρεια)	Benishangul-Gumuz
Σελκέτ	Serket
Νόμος Εκμισθώσεως και Δανεισμού	Lend-lease
Γκαμπέλα (περιφέρεια)	Gambela (region)
Γραμμικός μετασχηματισμός	Lineær transformasjon
Χημική βιομηχανία	Kjemisk industri
Μπράιαν Κλαφ	Brian Clough
Κλοντ Ζοζέφ Ρουζέ ντε Λιλ	Claude Joseph Rouget de Lisle
A Saucerful of Secrets	A Saucerful of Secrets
Ντένις Ρόμενταλ	Dennis Rommedahl
Νήσος Άξελ Χάιμπεργκ	Axel Heibergs land
Τσαρλς Γκουντγίαρ	Charles Goodyear
Ντιέγο ντε Αλμάγρο	Diego de Almagro
Δοκητισμός	Doketisme
Βάγκαρ	Vágar
Φρανκ Μίλλερ	Frank Miller
Βαϊγκάτς	Vajgatsj
Σιναμπούνγκ	Sinabung
Ίαμβος	Jambe
Θέρεμιν	Theremin
UPS	Avbruddsfri strømforsyning
Εθνόσημο της Αϊτής	Haitis riksvåpen
Ρολάν Γκαρός (αεροπόρος)	Roland Garros
Κόπα Αμέρικα 2011	Copa América 2011
Αβράξας	Abraxas
Lamb of God	Lamb of God
Μεσσίας (Χαίντελ)	Messias (Händel)
Ουστ-Ορντά Μπουργιατία	Ust-Ordynsk-Burjatia
Αλεξέι Αλεξέγεβιτς Μπρουσίλοφ	Aleksej Brusilov
Μαυροδέλφινο	Grindhval
Νήσος Σαουθάμπτον	Salliq
Ιβάν Κραμσκόι	Ivan Kramskoj
Δίαθλο στους Χειμερινούς Ολυμπιακούς Αγώνες 2010	Skiskyting under Vinter-OL 2010
Ρινοτρυπίδες	Egentlige stormfugler
Γιρονδίνοι	Gironden
Δεύτερη δυναστεία Φαραώ της Αιγύπτου	2. egyptiske dynasti
Επτά σοφοί	De sju vise
Εθνόσημο της Βολιβίας	Bolivias riksvåpen
Ταμαγκότσι	Tamagotchi
Τόμας Τάλις	Thomas Tallis
Νέβις	Nevis
Call of Duty: World at War	Call of Duty: World at War
Πρόσθετα τροφίμων	E-nummer
Διαγωνισμός Τραγουδιού Eurovision 1996	Eurovision Song Contest 1996
Πρόσωπο της χρονιάς (περιοδικό Τάιμ)	Årets person (Time)
Κύριε Ελέησον	Kyrie
Νομός Ημαθίας	Imathia
Αλέξανδρος Δ΄ της Μακεδονίας	Aleksander IV av Makedonia
Φωτεινό Μονοπάτι	Den lysende sti
Αμβλυωπία	Amblyopi
Phleng Chat	Phleng Chat
Κάζα Μιλά	Casa Milà
Φωσφίνη	Fosfin
S/2003 J 18	S/2003 J 18
Διαγωνισμός Τραγουδιού Eurovision 1966	Eurovision Song Contest 1966
Δημόσιο δίκαιο	Offentlig rett
Μάνου Τσάο	Manu Chao
MM	Mm
Φρανθίσκο ντε Ορεγιάνα	Francisco de Orellana
Όρος Νεμρούτ	Nemrut (fjell)
LI	Li
Οι Δρόμοι της Φωτιάς	Ildvognene
Μουσπελχέιμ	Muspelheim
Αλεξάντερ ΜακΚουίν	Alexander McQueen
Σερανίδες	Serranidae
Μοναστήρι της Ρίλα	Rila kloster
Λεό Ντελίμπ	Léo Delibes
Νόμος των μεγάλων αριθμών	Store talls lov
Ελισάβετ της Υόρκης	Elizabeth av York
Pretty Woman	Pretty Woman
Συμμετοχή της Ανδόρρας στη Eurovision	Andorra i Eurovision Song Contest
Ζοζέφ Ζοφρ	Joseph Joffre
Ανδρόγυνο	Androgyni
Μεξικάνικη κουζίνα	Meksikansk mat
Γουακαμόλε	Guacamole
Αεροστάθμη	Vaterpass
Κόσα	Xhosa
Κούουσαμο	Kuusamo
Κιρσεχίρ	Kırşehir
Κακάο	Kakao
Βάλιεβο	Valjevo
Tien Quan Ca	Tiến Quân Ca
Ακρίσιος	Akrisios
Ανατολική εταιρική σχέση	Det østlige partnerskap
AI	AI
PA	PA
Επιχειρηματικό σχέδιο	Forretningsplan
Κόλπος Γκουαντάναμο	Guantánamobukta
Τσάτσακ	Čačak
Λότι	Lesothisk loti
Παλινδρόμηση (στατιστική)	Regresjonsanalyse
Band of Brothers	Krigens brorskap
Κανταβρικά όρη	De cantabriske fjell
Όπερα Μπούφα	Opera buffa
Ποιόν ενέργειας (γραμματική)	Aspekt (grammatikk)
94 Αυγή	94 Aurora
97 Κλωθώ	97 Klotho
Λαμπέρτο Ντίνι	Lamberto Dini
Τσάμπι Αλόνσο	Xabi Alonso
Πιανόζα	Pianosa
Σεργκέι Μιχαλκόφ	Sergej Mikhalkov
Καρυάτιδες	Karyatide
Κατάστρωμα	Dekk (skip)
Λορέντσο Γκιμπέρτι	Lorenzo Ghiberti
Επτά Κορυφές	Seven Summits
Πολιορκητικός κριός	Rambukk
Μαντούρα (νησί)	Madura
Τηθύς (γεωλογία)	Tethyshavet
Καλαθοσφαίριση στους Ολυμπιακούς Αγώνες	Basketball under sommer-OL
Νιούχαμ	Newham
Κοινή Χρονολογία (χρονολόγηση)	Vår tidsregning
Αιωροπτερισμός	Hangglider
Έμβλημα του Νότιου Σουδάν	Sør-Sudans riksvåpen
Πόντα Ντελγάδα (Αζόρες)	Ponta Delgada
Λεόν (Νικαράγουα)	León (Nicaragua)
Gloria al Bravo Pueblo	Gloria al bravo pueblo
Νατζντ	Najd
Μογγολικές εισβολές στην Ιαπωνία	Mongolinvasjonene av Japan
Εθνόσημο της Σρι Λάνκα	Sri Lankas riksvåpen
Οριακή (μεταιχμιακή) διαταραχή προσωπικότητας	Borderline personlighetsforstyrrelse
Ήρωας της Σοσιαλιστικής Εργασίας	Helt av det sosialistiske arbeid (Sovjetunionen)
Εβιωνίτες	Ebionittene
Fender Stratocaster	Fender Stratocaster
Ντορντόν	Dordogne (elv)
Κοιμητήριο Νοβοντέβιτσι	Novodevitsjijkirkegården
Μορίσκο	Morisker
Ανάκτορο Μπλενχάιμ	Blenheim Palace
Επιθετικό αεροσκάφος	Angrepsfly
Μότσε	Moche
Μπέρανε	Berane
Ευρωπαϊκό Δίκαιο	Europarett
Ψάχνοντας τη Χώρα του Ποτέ	Finding Neverland
Πενζάνς	Penzance
Dead Kennedys	Dead Kennedys
Ζακ ντε Μολέ	Jacques de Molay
HTTP 404	HTTP 404
The Final Cut (άλμπουμ)	The Final Cut
Σταντ ντε Ρενς	Stade de Reims
TAP Portugal	TAP Portugal
Αυτοκράτορας της Ιαπωνίας	Keiser av Japan
Σάλσα (μουσική)	Salsa (dans/musikk)
Ευρωπαϊκό Λαϊκό Κόμμα	Det europeiske folkeparti
Διαγωνισμός Τραγουδιού Eurovision 1993	Eurovision Song Contest 1993
Πολιτισμός Λα Τεν	La Tène-kulturen
Αλεξανδρινό	Julestjerne
Φρανς Γκαλ	France Gall
Ιωνική Επανάσταση	Det joniske opprøret
Το Πράσινο Μίλι (ταινία)	Den grønne mil
Πέρα από την Αφρική	Mitt Afrika
Η αιώνια λιακάδα ενός καθαρού μυαλού	Evig solskinn i et plettfritt sinn
The Flower of Scotland	Flower of Scotland
Σερέτης (ποταμός)	Siret
Νομός Ξάνθης	Xanthi (prefektur)
Commodore International	Commodore International
Νομός Κορινθίας	Korinthia
Περιφέρεια Καμτσάτκα	Kamtsjatka oblast
Ύδρα	Hydra (øy)
Γκονγκ	Gong
Σάντοϊ	Sandoy
Χέστουρ	Hestur
Κέρκγουολ	Kirkwall
Πατ	Patt
Σαργών Β΄	Sargon II
Κόλτουρ	Koltur
Κριστάννα Λόκεν	Kristanna Loken
Τορτούγα (Αϊτή)	Tortuga
Αηδία	Vemmelse
Κιρκάδιος ρυθμός	Døgnrytme
Ζοακίμ Σισάνο	Joaquim Chissano
Μάικλ Φράνσις Ατίγια	Michael Francis Atiyah
Πυραμίδα του Χεφρήνου	Khafrepyramiden
Ωχρινοτροπίνη	Luteiniserende hormon
Ισπανικό πρωτάθλημα ποδοσφαίρου ανδρών 2009-10	Primera División 2009–2010
Γουόκ	Wok
Εθνομουσικολογία	Etnomusikologi
Μπόσνα ποταμός	Bosna
Τσα τσα τσα (χορός)	Cha-cha-cha
Γενετήσιος ακρωτηριασμός γυναικών	Kvinnelig omskjæring
Ουίλιαμ Μπερντ	William Byrd
Τανσού Τσιλέρ	Tansu Çiller
Μεγιδδώ	Megiddo
Πλέξιμο με βελονάκι	Hekling
Νόμος του Σνελ	Snells brytningslov
Φερεντσβάρος	Ferencváros TC
ΣΚ Μπαστιά	SC Bastia
Τελικός Παγκόσμιου Κυπέλλου Ποδοσφαίρου 2010	VM i fotball 2010 – Finale
Παγκόσμια ρεκόρ ανοικτού στίβου	Verdensrekorder i friidrett
Λέμφωμα	Lymfekreft
Τριήρης	Trirem
Ταμπούρο	Skarptromme
Ταγιέ Ταϊβό	Taye Taiwo
Σωτήρης Κυργιάκος	Sotiris Kyrgiakos
Σκακιστικά κομμάτια	Sjakkbrikke
Τόμας Μπέυζ	Thomas Bayes
1984 (βιβλίο)	1984 (roman)
Ισδιγέρδης Γ΄ της Περσίας	Yazdegird III av Persia
Ρυθμιστικό διάλυμα	Bufferløsning
Κρίσιμη μάζα	Kritisk masse
Ιδουμαία	Edom
Στερεά γωνία	Romvinkel
Παρθένο δάσος	Urskog
Εμφύλιος Πόλεμος του Λιβάνου	Den libanesiske borgerkrigen
